date,asset,realized,historical_mean,ols4_restricted,ridge_restricted
1948-04-01,Utils_excess,0.0143,0.00537542,0.0,0.01035594
1948-05-01,Durbl_excess,0.1446,0.009185,0.0,0.00778653
1948-05-01,Enrgy_excess,0.0602,0.00747458,0.00346183,0.0076235
1948-05-01,HiTec_excess,0.127,0.00754,0.0,0.00966929
1948-05-01,Hlth_excess,0.0672,0.00562292,0.0,0.00562124
1948-05-01,Manuf_excess,0.0781,0.008025,0.0,0.00802509
1948-05-01,NoDur_excess,0.0502,0.00523625,0.00029384,0.00543481
1948-05-01,Other_excess,0.0669,0.00517708,0.0,0.00617217
1948-05-01,Shops_excess,0.0851,0.00716417,0.0,0.00688579
1948-05-01,Telcm_excess,0.0241,0.00571,0.0,0.0059751
1948-05-01,Utils_excess,0.0567,0.0049875,2.089e-05,0.0072403
1948-06-01,Durbl_excess,0.0021,0.00956542,0.0,0.00655106
1948-06-01,Enrgy_excess,0.034,0.00796167,0.00764452,0.0080762
1948-06-01,HiTec_excess,-0.0151,0.00798667,0.00322262,0.00894637
1948-06-01,Hlth_excess,-0.0228,0.00552875,0.00072184,0.00552594
1948-06-01,Manuf_excess,-0.0108,0.00821708,0.0,0.00821662
1948-06-01,NoDur_excess,-0.0207,0.00542125,0.00214816,0.00479262
1948-06-01,Other_excess,-0.0087,0.00546958,0.0,0.00593474
1948-06-01,Shops_excess,-0.014,0.00737333,0.00239432,0.0049827
1948-06-01,Telcm_excess,0.0034,0.00555,0.00059415,0.00545049
1948-06-01,Utils_excess,0.024,0.00517458,0.00494289,0.0059624
1948-07-01,Durbl_excess,-0.0445,0.00975917,0.0,0.0106022
1948-07-01,Enrgy_excess,-0.0726,0.00828625,0.00338369,0.00842759
1948-07-01,HiTec_excess,-0.0668,0.008145,0.0,0.01201097
1948-07-01,Hlth_excess,-0.0434,0.00557667,0.0,0.00557677
1948-07-01,Manuf_excess,-0.0507,0.00839125,0.0,0.00839226
1948-07-01,NoDur_excess,-0.0176,0.00553125,0.0,0.00704686
1948-07-01,Other_excess,-0.0507,0.00563125,0.0,0.00670563
1948-07-01,Shops_excess,-0.078,0.00746958,0.0,0.00960058
1948-07-01,Telcm_excess,-0.0173,0.00579417,0.0,0.00616153
1948-07-01,Utils_excess,-0.0422,0.00543083,0.00123139,0.00939589
1948-08-01,Durbl_excess,0.0103,0.00954625,0.0,0.01048386
1948-08-01,Enrgy_excess,-0.0212,0.00795333,0.00012909,0.00814382
1948-08-01,HiTec_excess,0.0298,0.00785292,0.0,0.01153019
1948-08-01,Hlth_excess,-0.0199,0.00530917,0.0,0.00530885
1948-08-01,Manuf_excess,0.0032,0.00811042,0.0,0.00811236
1948-08-01,NoDur_excess,-0.0007,0.00540125,0.0,0.0066483
1948-08-01,Other_excess,0.0144,0.00544792,0.0,0.00680111
1948-08-01,Shops_excess,0.0241,0.00693083,0.0,0.00784665
1948-08-01,Telcm_excess,-0.0003,0.00578875,0.0,0.0060609
1948-08-01,Utils_excess,0.0001,0.00531958,0.0,0.00872318
1948-09-01,Durbl_excess,-0.0393,0.00922333,0.0,0.01053425
1948-09-01,Enrgy_excess,-0.0451,0.00777792,0.00084487,0.00794923
1948-09-01,HiTec_excess,-0.0323,0.00758417,0.0,0.01228646
1948-09-01,Hlth_excess,-0.0314,0.00462625,0.0,0.00462685
1948-09-01,Manuf_excess,-0.0272,0.00777542,0.0,0.0077773
1948-09-01,NoDur_excess,-0.0402,0.00515708,0.0,0.00727232
1948-09-01,Other_excess,-0.035,0.00532333,0.0,0.00675812
1948-09-01,Shops_excess,-0.0098,0.00647958,0.0,0.008833
1948-09-01,Telcm_excess,-0.0027,0.00561125,0.0,0.00607429
1948-09-01,Utils_excess,-0.0096,0.00506333,0.0,0.01004
1948-10-01,Durbl_excess,0.0791,0.00874208,0.0,0.01043317
1948-10-01,Enrgy_excess,0.0916,0.00737875,0.00031577,0.00757861
1948-10-01,HiTec_excess,0.0681,0.00743292,0.0,0.01250523
1948-10-01,Hlth_excess,0.0516,0.00455417,0.0,0.00455519
1948-10-01,Manuf_excess,0.0665,0.00749917,0.0,0.00750223
1948-10-01,NoDur_excess,0.0359,0.00495208,0.0,0.00716298
1948-10-01,Other_excess,0.0492,0.00514333,0.0,0.00676996
1948-10-01,Shops_excess,0.041,0.00644333,0.0,0.00857964
1948-10-01,Telcm_excess,0.0107,0.00560542,0.0,0.00594569
1948-10-01,Utils_excess,0.0441,0.00487667,0.0,0.00988277
1948-11-01,Durbl_excess,-0.1205,0.00908583,0.0,0.00996587
1948-11-01,Enrgy_excess,-0.1225,0.0076925,0.0026464,0.0078543
1948-11-01,HiTec_excess,-0.0932,0.00765667,0.0,0.01250185
1948-11-01,Hlth_excess,-0.0579,0.00478417,0.0,0.00478482
1948-11-01,Manuf_excess,-0.1025,0.00761292,0.0,0.00761487
1948-11-01,NoDur_excess,-0.0622,0.00508125,0.0,0.00712123
1948-11-01,Other_excess,-0.1065,0.00538625,0.0,0.00667967
1948-11-01,Shops_excess,-0.0581,0.00638583,0.0,0.00831468
1948-11-01,Telcm_excess,-0.021,0.00554333,0.0,0.00589277
1948-11-01,Utils_excess,-0.0913,0.00515708,0.00171762,0.0104027
1948-12-01,Durbl_excess,0.0339,0.00841083,0.0,0.01146322
1948-12-01,Enrgy_excess,0.0469,0.00647792,0.00222787,0.00673301
1948-12-01,HiTec_excess,0.0629,0.00646917,0.0,0.01223252
1948-12-01,Hlth_excess,0.045,0.00434833,0.0,0.00435116
1948-12-01,Manuf_excess,0.04,0.00665583,0.0,0.006661
1948-12-01,NoDur_excess,0.0063,0.00456333,0.0,0.00749172
1948-12-01,Other_excess,0.0283,0.00454167,0.0,0.00652662
1948-12-01,Shops_excess,0.0148,0.00552167,0.0,0.00771018
1948-12-01,Telcm_excess,0.0105,0.00519333,0.0,0.00539949
1948-12-01,Utils_excess,0.0262,0.00387542,0.0,0.00909639
1949-01-01,Durbl_excess,0.0234,0.00860542,0.0,0.01032039
1949-01-01,Enrgy_excess,-0.0393,0.0068575,0.0057081,0.00707123
1949-01-01,HiTec_excess,-0.0143,0.0064325,0.00061626,0.01228747
1949-01-01,Hlth_excess,0.0448,0.0045575,0.0,0.0045596
1949-01-01,Manuf_excess,0.0021,0.00669417,0.0,0.0066975
1949-01-01,NoDur_excess,0.0357,0.004605,0.0,0.00715003
1949-01-01,Other_excess,0.002,0.00464583,0.0,0.00642497
1949-01-01,Shops_excess,0.0107,0.00564083,0.0,0.00804954
1949-01-01,Telcm_excess,-0.0137,0.00525458,0.0,0.00569251
1949-01-01,Utils_excess,0.0466,0.00392292,0.0016745,0.0097523
1949-02-01,Durbl_excess,-0.0381,0.0086625,0.0,0.00934301
1949-02-01,Enrgy_excess,-0.0439,0.00702417,0.00802056,0.00723659
1949-02-01,HiTec_excess,-0.043,0.00595125,0.00170293,0.01045149
1949-02-01,Hlth_excess,-0.0102,0.00461625,0.0,0.00461741
1949-02-01,Manuf_excess,-0.0353,0.00625833,0.0,0.00626161
1949-02-01,NoDur_excess,-0.0202,0.00463375,0.00129131,0.00639349
1949-02-01,Other_excess,-0.0328,0.00443542,0.0,0.00604336
1949-02-01,Shops_excess,-0.0236,0.00586125,0.0,0.006311
1949-02-01,Telcm_excess,-0.0039,0.00465417,0.0,0.00468627
1949-02-01,Utils_excess,0.0058,0.00357708,0.00331879,0.00785901
1949-03-01,Durbl_excess,0.0332,0.00851875,0.0,0.0101571
1949-03-01,Enrgy_excess,0.0598,0.00686333,0.00769202,0.00708321
1949-03-01,HiTec_excess,0.0573,0.00583417,0.00122053,0.01112013
1949-03-01,Hlth_excess,0.054,0.00458708,0.0,0.00458951
1949-03-01,Manuf_excess,0.0347,0.00598375,0.0,0.00598758
1949-03-01,NoDur_excess,0.0311,0.00467042,0.00137161,0.007225
1949-03-01,Other_excess,0.0482,0.00431208,0.0,0.00608137
1949-03-01,Shops_excess,0.043,0.00587833,0.0,0.00738483
1949-03-01,Telcm_excess,0.0126,0.00470083,0.0,0.00471864
1949-03-01,Utils_excess,0.037,0.00369917,0.00345402,0.00912665
1949-04-01,Durbl_excess,-0.0431,0.00874958,0.0,0.00977604
1949-04-01,Enrgy_excess,0.0119,0.0066625,0.01058394,0.00692079
1949-04-01,HiTec_excess,-0.038,0.00588542,0.00470522,0.01108263
1949-04-01,Hlth_excess,0.0015,0.00488875,0.00107213,0.00489026
1949-04-01,Manuf_excess,-0.0363,0.00621917,0.0,0.00622338
1949-04-01,NoDur_excess,-0.0174,0.00500833,0.00362504,0.0070146
1949-04-01,Other_excess,-0.0162,0.00461875,0.00017154,0.0066137
1949-04-01,Shops_excess,-0.0173,0.00628542,0.0,0.00678503
1949-04-01,Telcm_excess,-0.0174,0.0045875,0.0,0.00465341
1949-04-01,Utils_excess,0.0113,0.004,0.00716638,0.00871427
1949-05-01,Durbl_excess,-0.0304,0.00862583,0.0,0.01027495
1949-05-01,Enrgy_excess,-0.0577,0.00669625,0.00987436,0.00696045
1949-05-01,HiTec_excess,-0.0542,0.00566792,0.00273892,0.01154482
1949-05-01,Hlth_excess,-0.02,0.00484833,0.00037546,0.0048505
1949-05-01,Manuf_excess,-0.0344,0.00598708,0.0,0.00599098
1949-05-01,NoDur_excess,-0.0053,0.00487667,0.00263018,0.00750217
1949-05-01,Other_excess,-0.0281,0.00453583,0.0,0.00669947
1949-05-01,Shops_excess,0.0007,0.00607167,0.0,0.00797954
1949-05-01,Telcm_excess,-0.0227,0.00438875,0.0,0.00457473
1949-05-01,Utils_excess,-0.0069,0.00385292,0.00590405,0.01004324
1949-06-01,Durbl_excess,0.012,0.00914917,0.0,0.01160254
1949-06-01,Enrgy_excess,-0.0128,0.00670708,0.00849106,0.0069736
1949-06-01,HiTec_excess,0.0001,0.00544625,0.00067437,0.01150917
1949-06-01,Hlth_excess,0.0207,0.00511208,0.00025229,0.00511558
1949-06-01,Manuf_excess,0.0014,0.00627,0.0,0.00627469
1949-06-01,NoDur_excess,0.0094,0.00503708,0.0025928,0.00842676
1949-06-01,Other_excess,-0.0147,0.00444917,0.0,0.00668686
1949-06-01,Shops_excess,0.0277,0.00645417,0.0,0.00913079
1949-06-01,Telcm_excess,0.0103,0.00467792,0.0,0.00472704
1949-06-01,Utils_excess,-0.0111,0.0036475,0.00429811,0.01022634
1949-07-01,Durbl_excess,0.0935,0.00892875,0.0,0.00829521
1949-07-01,Enrgy_excess,0.0615,0.00662792,0.01331225,0.00688957
1949-07-01,HiTec_excess,0.0681,0.00475125,0.00275749,0.00838509
1949-07-01,Hlth_excess,0.0592,0.00503125,0.00263539,0.00503175
1949-07-01,Manuf_excess,0.0585,0.00574417,4.978e-05,0.00574738
1949-07-01,NoDur_excess,0.0486,0.00487583,0.00446693,0.00606566
1949-07-01,Other_excess,0.041,0.00416792,0.00166457,0.00587191
1949-07-01,Shops_excess,0.0507,0.006195,0.0,0.00512489
1949-07-01,Telcm_excess,0.0232,0.0041675,0.0,0.00414508
1949-07-01,Utils_excess,0.0463,0.00264458,0.00498481,0.00629733
1949-08-01,Durbl_excess,0.0223,0.00945583,0.00080108,0.01125934
1949-08-01,Enrgy_excess,0.0541,0.00689083,0.01431245,0.00709927
1949-08-01,HiTec_excess,0.0065,0.00466375,0.00396881,0.00972121
1949-08-01,Hlth_excess,0.0009,0.00518333,0.00432314,0.00518693
1949-08-01,Manuf_excess,0.0207,0.005825,0.0024603,0.00582758
1949-08-01,NoDur_excess,0.0388,0.00495792,0.00542553,0.00834732
1949-08-01,Other_excess,0.0135,0.00407833,0.00312742,0.00572138
1949-08-01,Shops_excess,0.0141,0.00637667,0.0013582,0.00935569
1949-08-01,Telcm_excess,0.0088,0.00370792,0.0,0.00368892
1949-08-01,Utils_excess,0.0359,0.00246917,0.00544965,0.00856548
1949-09-01,Durbl_excess,0.0255,0.00943917,0.00247253,0.0082009
1949-09-01,Enrgy_excess,0.0294,0.00665917,0.01678214,0.00686971
1949-09-01,HiTec_excess,0.0356,0.004185,0.00395625,0.00646112
1949-09-01,Hlth_excess,0.0177,0.00507333,0.00468679,0.00507275
1949-09-01,Manuf_excess,0.0384,0.00553708,0.00510199,0.00553784
1949-09-01,NoDur_excess,0.0275,0.00493792,0.00652117,0.00589964
1949-09-01,Other_excess,0.0332,0.00383167,0.00605794,0.0048553
1949-09-01,Shops_excess,0.0221,0.00612625,0.00088802,0.00476862
1949-09-01,Telcm_excess,0.0112,0.00330375,0.0,0.00295969
1949-09-01,Utils_excess,0.0397,0.00226,0.00687909,0.00536946
1949-10-01,Durbl_excess,0.0725,0.00990875,0.00152206,0.00919153
1949-10-01,Enrgy_excess,0.0362,0.00692292,0.01568685,0.00707576
1949-10-01,HiTec_excess,0.0365,0.00466292,0.00303684,0.00720302
1949-10-01,Hlth_excess,0.0329,0.005455,0.00434786,0.00545479
1949-10-01,Manuf_excess,0.0425,0.00601083,0.0045026,0.00600968
1949-10-01,NoDur_excess,0.0143,0.00521542,0.0062174,0.00708271
1949-10-01,Other_excess,0.0233,0.0042475,0.00529336,0.00507054
1949-10-01,Shops_excess,0.0057,0.00646125,0.0,0.00672378
1949-10-01,Telcm_excess,0.0179,0.0034225,0.0,0.00288915
1949-10-01,Utils_excess,0.0122,0.00240167,0.00602688,0.00679231
1949-11-01,Durbl_excess,0.048,0.01143792,0.00544512,0.0112979
1949-11-01,Enrgy_excess,-0.0293,0.00751667,0.01644704,0.00765127
1949-11-01,HiTec_excess,0.0382,0.00599125,0.00615309,0.00895487
1949-11-01,Hlth_excess,0.0472,0.00636292,0.00662397,0.00636444
1949-11-01,Manuf_excess,0.0315,0.00702958,0.0063657,0.00702868
1949-11-01,NoDur_excess,0.0176,0.00574208,0.0072203,0.00821922
1949-11-01,Other_excess,0.0114,0.00486667,0.00570977,0.00542587
1949-11-01,Shops_excess,0.0203,0.00750417,0.00220873,0.00863575
1949-11-01,Telcm_excess,0.0159,0.0041575,0.0,0.00378524
1949-11-01,Utils_excess,0.032,0.00371,0.00921308,0.00894499
1949-12-01,Durbl_excess,0.082,0.01237625,0.00970085,0.01122325
1949-12-01,Enrgy_excess,0.01,0.00767625,0.01680327,0.00778208
1949-12-01,HiTec_excess,0.091,0.0069675,0.0105524,0.00903986
1949-12-01,Hlth_excess,0.0863,0.00690208,0.00908915,0.00690168
1949-12-01,Manuf_excess,0.0642,0.00776083,0.00930369,0.00775885
1949-12-01,NoDur_excess,0.0506,0.00618292,0.00925244,0.00735409
1949-12-01,Other_excess,0.0705,0.0053225,0.00695194,0.00554968
1949-12-01,Shops_excess,0.0469,0.00811792,0.00417495,0.00719546
1949-12-01,Telcm_excess,0.0149,0.00463375,0.0,0.00414324
1949-12-01,Utils_excess,0.0316,0.00449917,0.01327378,0.00874011
1950-01-01,Durbl_excess,0.0178,0.01252833,0.01185191,0.01049235
1950-01-01,Enrgy_excess,-0.0074,0.00778208,0.01798029,0.00778495
1950-01-01,HiTec_excess,0.0445,0.00691208,0.01099391,0.00693964
1950-01-01,Hlth_excess,0.0097,0.00723167,0.0115981,0.00723137
1950-01-01,Manuf_excess,0.0189,0.00798167,0.01220149,0.00795051
1950-01-01,NoDur_excess,0.0128,0.00638167,0.01075985,0.00636606
1950-01-01,Other_excess,0.0311,0.0056625,0.00996813,0.0056929
1950-01-01,Shops_excess,0.0034,0.00858083,0.00644832,0.00857504
1950-01-01,Telcm_excess,0.0177,0.00466708,0.00069839,0.0046641
1950-01-01,Utils_excess,0.0366,0.00430625,0.01402005,0.00437675
1950-02-01,Durbl_excess,0.0338,0.01236,0.00460909,0.0110786
1950-02-01,Enrgy_excess,-0.0063,0.00778833,0.01229799,0.00778848
1950-02-01,HiTec_excess,0.0331,0.00666125,0.00512613,0.00693623
1950-02-01,Hlth_excess,0.0183,0.00717167,0.00770176,0.00717261
1950-02-01,Manuf_excess,0.0185,0.00777833,0.00367192,0.00762206
