date,asset_i,asset_j,covariance
1947-04-01,NoDur_excess,NoDur_excess,0.0039597353
1947-04-01,NoDur_excess,Durbl_excess,0.0065331734
1947-04-01,NoDur_excess,Manuf_excess,0.0057307068
1947-04-01,NoDur_excess,Enrgy_excess,0.0042784917
1947-04-01,NoDur_excess,HiTec_excess,0.0059517778
1947-04-01,NoDur_excess,Telcm_excess,0.0028555487
1947-04-01,NoDur_excess,Shops_excess,0.0049755475
1947-04-01,NoDur_excess,Hlth_excess,0.0042677702
1947-04-01,NoDur_excess,Utils_excess,0.0047750939
1947-04-01,NoDur_excess,Other_excess,0.0055985261
1947-04-01,Durbl_excess,NoDur_excess,0.0065331734
1947-04-01,Durbl_excess,Durbl_excess,0.0143769709
1947-04-01,Durbl_excess,Manuf_excess,0.0110096557
1947-04-01,Durbl_excess,Enrgy_excess,0.0077982828
1947-04-01,Durbl_excess,HiTec_excess,0.0111005619
1947-04-01,Durbl_excess,Telcm_excess,0.0050874547
1947-04-01,Durbl_excess,Shops_excess,0.00894978
1947-04-01,Durbl_excess,Hlth_excess,0.0072509364
1947-04-01,Durbl_excess,Utils_excess,0.0083413283
1947-04-01,Durbl_excess,Other_excess,0.0101575324
1947-04-01,Manuf_excess,NoDur_excess,0.0057307068
1947-04-01,Manuf_excess,Durbl_excess,0.0110096557
1947-04-01,Manuf_excess,Manuf_excess,0.009908183
1947-04-01,Manuf_excess,Enrgy_excess,0.0070988975
1947-04-01,Manuf_excess,HiTec_excess,0.009778694
1947-04-01,Manuf_excess,Telcm_excess,0.0045749935
1947-04-01,Manuf_excess,Shops_excess,0.0075917352
1947-04-01,Manuf_excess,Hlth_excess,0.0063318034
1947-04-01,Manuf_excess,Utils_excess,0.0074658222
1947-04-01,Manuf_excess,Other_excess,0.0092320647
1947-04-01,Enrgy_excess,NoDur_excess,0.0042784917
1947-04-01,Enrgy_excess,Durbl_excess,0.0077982828
1947-04-01,Enrgy_excess,Manuf_excess,0.0070988975
1947-04-01,Enrgy_excess,Enrgy_excess,0.0071622773
1947-04-01,Enrgy_excess,HiTec_excess,0.0070760657
1947-04-01,Enrgy_excess,Telcm_excess,0.0033460387
1947-04-01,Enrgy_excess,Shops_excess,0.0056168407
1947-04-01,Enrgy_excess,Hlth_excess,0.0047650914
1947-04-01,Enrgy_excess,Utils_excess,0.0055655668
1947-04-01,Enrgy_excess,Other_excess,0.0068269374
1947-04-01,HiTec_excess,NoDur_excess,0.0059517778
1947-04-01,HiTec_excess,Durbl_excess,0.0111005619
1947-04-01,HiTec_excess,Manuf_excess,0.009778694
1947-04-01,HiTec_excess,Enrgy_excess,0.0070760657
1947-04-01,HiTec_excess,HiTec_excess,0.0107993734
1947-04-01,HiTec_excess,Telcm_excess,0.0048416555
1947-04-01,HiTec_excess,Shops_excess,0.0079221786
1947-04-01,HiTec_excess,Hlth_excess,0.0067344548
1947-04-01,HiTec_excess,Utils_excess,0.0083082259
1947-04-01,HiTec_excess,Other_excess,0.0092956258
1947-04-01,Telcm_excess,NoDur_excess,0.0028555487
1947-04-01,Telcm_excess,Durbl_excess,0.0050874547
1947-04-01,Telcm_excess,Manuf_excess,0.0045749935
1947-04-01,Telcm_excess,Enrgy_excess,0.0033460387
1947-04-01,Telcm_excess,HiTec_excess,0.0048416555
1947-04-01,Telcm_excess,Telcm_excess,0.0032460674
1947-04-01,Telcm_excess,Shops_excess,0.0038219774
1947-04-01,Telcm_excess,Hlth_excess,0.0033056972
1947-04-01,Telcm_excess,Utils_excess,0.0043825534
1947-04-01,Telcm_excess,Other_excess,0.004638476
1947-04-01,Shops_excess,NoDur_excess,0.0049755475
1947-04-01,Shops_excess,Durbl_excess,0.00894978
1947-04-01,Shops_excess,Manuf_excess,0.0075917352
1947-04-01,Shops_excess,Enrgy_excess,0.0056168407
1947-04-01,Shops_excess,HiTec_excess,0.0079221786
1947-04-01,Shops_excess,Telcm_excess,0.0038219774
1947-04-01,Shops_excess,Shops_excess,0.0074255433
1947-04-01,Shops_excess,Hlth_excess,0.0056839203
1947-04-01,Shops_excess,Utils_excess,0.0064080114
