date,asset,realized,historical_mean,ols,ols_restricted
1969-10-01,Other_excess,0.074,0.00737719,0.0133945,0.0133945
1969-11-01,NoDur_excess,-0.0288,0.00691498,0.00325519,0.00325519
1969-11-01,Durbl_excess,-0.05,0.01135136,-0.01296692,0.0
1969-11-01,Manuf_excess,-0.0394,0.00906595,-0.01083323,0.0
1969-11-01,Enrgy_excess,-0.0508,0.00847354,-0.00324167,0.0
1969-11-01,HiTec_excess,-0.0231,0.01143891,0.00932867,0.00932867
1969-11-01,Telcm_excess,0.0064,0.00596965,0.00108839,0.00108839
1969-11-01,Shops_excess,-0.0461,0.0085642,-0.00690359,0.0
1969-11-01,Hlth_excess,-0.002,0.00973774,0.00541284,0.00541284
1969-11-01,Utils_excess,-0.058,0.0070714,-0.00547604,0.0
1969-11-01,Other_excess,-0.0608,0.00750681,0.00392196,0.00392196
1969-12-01,NoDur_excess,-0.0258,0.00684563,0.00209734,0.00209734
1969-12-01,Durbl_excess,-0.0408,0.01123223,0.00191784,0.00191784
1969-12-01,Manuf_excess,-0.0207,0.00897184,0.01109123,0.01109123
1969-12-01,Enrgy_excess,-0.0365,0.00835845,0.00155228,0.00155228
1969-12-01,HiTec_excess,-0.0138,0.01137184,0.01579204,0.01579204
1969-12-01,Telcm_excess,-0.0615,0.00597049,-0.01532014,0.0
1969-12-01,Shops_excess,-0.0364,0.00845806,-0.01210939,0.0
1969-12-01,Hlth_excess,0.0366,0.00971495,0.01915781,0.01915781
1969-12-01,Utils_excess,-0.0127,0.00694505,-0.01891232,0.0
1969-12-01,Other_excess,-0.044,0.00737417,0.00903575,0.00903575
1970-01-01,NoDur_excess,-0.0485,0.00678236,0.00537753,0.00537753
1970-01-01,Durbl_excess,-0.0885,0.0111314,-0.00519372,0.0
1970-01-01,Manuf_excess,-0.079,0.00891434,0.00295275,0.00295275
1970-01-01,Enrgy_excess,-0.1206,0.00827151,-0.00367688,0.0
1970-01-01,HiTec_excess,-0.0967,0.01132306,0.020127,0.020127
1970-01-01,Telcm_excess,-0.0317,0.00583973,-0.00658203,0.0
